nombre,estado,latitud,longitud,pob_total,pob_masculina,pob_femenina
Hacienda Nueva,Guerrero,18.316596,-100.330747,316,158.0,158.0
Santa Clemencia (La Manga),Guerrero,18.122483,-101.577799,7,,
El Encanto,Guerrero,17.687313,-101.457558,6,,
El Salitre,Guerrero,17.7165,-100.090902,122,55.0,67.0
Puerto de los Ángeles,Guerrero,17.822502,-101.567914,3,,
Jario y Pantoja,Guerrero,18.368828,-100.625252,389,194.0,195.0
Agua Fría,Guerrero,17.291824,-100.401426,340,174.0,166.0
Las Mesas de la Severiana,Guerrero,17.309707,-100.670734,9,,
Huerta de Otilio Robles,Guerrero,17.111044,-100.339471,2,,
La Palma (La Palma de Arriba y de Abajo),Guerrero,18.541864,-100.611507,71,39.0,32.0
Plan de los Hernández,Guerrero,17.855844,-101.417782,49,25.0,24.0
La Vainilla,Guerrero,17.82466,-101.551082,14,7.0,7.0
Las Cuevitas,Guerrero,18.056409,-101.110871,8,4.0,4.0
Santa Cruz Unión,Guerrero,18.246735,-100.017313,266,139.0,127.0
Cantzimio,Guerrero,18.384973,-101.299791,15,7.0,8.0
El Cuitaz,Guerrero,18.532164,-101.293652,127,62.0,65.0
Peña Prieta,Guerrero,17.968297,-100.383859,1,,
Valle Nuevo,Guerrero,18.13677,-101.567534,38,21.0,17.0
Vetarrón,Guerrero,18.753632,-100.474913,11,5.0,6.0
Cerro Prietito de los Pinos,Guerrero,17.151159,-100.296579,5,3.0,2.0
El Guanábano,Guerrero,17.166888,-100.312492,13,8.0,5.0
El Para,Guerrero,17.337623,-100.50277,166,92.0,74.0
El Purcar,Guerrero,17.137129,-100.397053,13,7.0,6.0
Gloria Escondida,Guerrero,17.439952,-100.878943,9,4.0,5.0
Los Planes,Guerrero,17.416217,-100.306965,14,9.0,5.0
Plan de los Molinos,Guerrero,17.186632,-100.334323,147,76.0,71.0
El Salto,Guerrero,17.593377,-100.255754,56,26.0,30.0
El Contadero,Guerrero,18.393282,-101.743561,50,27.0,23.0
Miahuatepec,Guerrero,18.382265,-100.217607,346,168.0,178.0
La Calerita,Guerrero,18.573477,-101.703346,233,113.0,120.0
El Jazmín,Guerrero,18.248593,-101.774556,14,6.0,8.0
Las Trincheras,Guerrero,17.202207,-100.333377,166,92.0,74.0
La Estancia,Guerrero,18.388001,-101.018615,84,46.0,38.0
Los Cajones,Guerrero,17.351611,-100.506464,26,13.0,13.0
La Concepción Pura (La Purísima Concepción),Guerrero,18.334345,-100.067931,175,82.0,93.0
San Antonio,Guerrero,18.272487,-101.020319,20,10.0,10.0
La Higuerita,Guerrero,18.363621,-101.683769,149,77.0,72.0
La Quiringucua,Guerrero,18.484246,-101.092787,268,142.0,126.0
Barrio Nuevo del Progreso,Guerrero,17.224854,-100.070984,620,297.0,323.0
La Silleta,Guerrero,17.799074,-100.964345,1,,
Las Parotas,Guerrero,17.28524,-100.704755,174,91.0,83.0
El Ojo de Agua,Guerrero,18.02579,-100.923719,28,14.0,14.0
El Guayabo,Guerrero,18.15895,-100.278251,483,247.0,236.0
Las Canalejas,Guerrero,17.625164,-101.086265,113,63.0,50.0
Barrio Nuevo la Laja,Guerrero,17.110618,-100.085152,115,63.0,52.0
La Lajita Dos,Guerrero,17.439404,-101.046967,22,13.0,9.0
Naranjito Zapotitla (Naranjito),Guerrero,17.698482,-100.06174,80,39.0,41.0
El Salto,Guerrero,18.437137,-100.035926,53,26.0,27.0
Zapotillo,Guerrero,17.003291,-100.153641,375,192.0,183.0
El Valle,Guerrero,17.301384,-100.737793,82,41.0,41.0
Los Cimientos,Guerrero,17.008764,-100.104528,365,180.0,185.0
San Pablo Sur,Guerrero,18.026835,-100.473265,130,65.0,65.0
El Guayabo,Guerrero,17.372832,-100.873991,11,7.0,4.0
Temixco (Temixco de las Palmas),Guerrero,17.703044,-101.094003,14,9.0,5.0
El Bálsamo,Guerrero,18.188381,-101.626882,19,10.0,9.0
La Otatera,Guerrero,17.616972,-101.30426,31,17.0,14.0
El Progreso (Zapotitlán),Guerrero,18.124885,-100.268005,71,31.0,40.0
Las Hebillas (Las Habillas),Guerrero,17.738442,-100.40732,174,80.0,94.0
La Ciénega,Guerrero,17.973019,-101.373378,1,,
Tamarindo,Guerrero,18.589966,-101.662924,47,29.0,18.0
La Barrera [Estación de Microondas],Guerrero,18.321825,-100.765437,1,,
San Francisco,Guerrero,18.381447,-101.10781,8,3.0,5.0
La Esperanza,Guerrero,17.707061,-100.789442,8,,
Corral Falso,Guerrero,17.412853,-100.617139,2,,
La Aguacatera,Guerrero,17.652489,-101.033758,3,,
Nueva Senda,Guerrero,18.308693,-100.050853,24,13.0,11.0
Colonia Vista Mar,Guerrero,17.605368,-101.426032,760,375.0,385.0
Las Piedras de Amolar,Guerrero,17.72354,-101.551228,17,11.0,6.0
San Cristóbal,Guerrero,18.121889,-101.529493,163,88.0,75.0
Pungarancho,Guerrero,18.830175,-100.653937,4,,
Entronque a Ixtapa,Guerrero,17.679242,-101.600148,224,122.0,102.0
Cruz Nueva,Guerrero,17.515914,-100.037356,44,23.0,21.0
El Zapote (El Pachol),Guerrero,18.086007,-101.272777,22,12.0,10.0
Ximalcota,Guerrero,17.578592,-101.217187,14,7.0,7.0
La Villita,Guerrero,18.048517,-102.176694,29,15.0,14.0
El Tejón,Guerrero,17.916961,-100.764022,34,14.0,20.0
Los Cerritos,Guerrero,18.160259,-101.851725,1,,
Rancho los Gemelos,Guerrero,18.309085,-100.306459,8,6.0,2.0
El Ranchito,Guerrero,17.130667,-100.105151,23,10.0,13.0
La Cofradía,Guerrero,18.306694,-100.262384,42,18.0,24.0
San Juan (El Salto),Jalisco,20.362118,-103.709698,3,,
El Crucero de San Pedro (Los Lobos),Jalisco,20.443287,-104.753824,13,6.0,7.0
La Secadora,Jalisco,21.722729,-101.650568,4,,
El Patero,Jalisco,20.484836,-102.745933,9,,
Los Pintados (Villa Fátima),Jalisco,21.594646,-103.776608,8,6.0,2.0
El Mastranzo,Jalisco,21.002705,-102.063246,15,7.0,8.0
Lo de Quillo,Jalisco,20.611413,-102.595032,3,,
El Ranchito (Espíritu Santo),Jalisco,20.367859,-104.484459,21,14.0,7.0
Las Jarillas,Jalisco,20.176026,-105.331324,27,16.0,11.0
Las Higueras,Jalisco,19.493928,-102.727772,1,,
Las Chinas,Jalisco,20.466914,-104.864119,2,,
Cañada del Dinero,Jalisco,21.285153,-102.267544,133,66.0,67.0
El Patito,Jalisco,21.987023,-103.625152,13,5.0,8.0
La Latilla (Puerta del Aire),Jalisco,20.669398,-102.278292,43,23.0,20.0
Sin Agua,Jalisco,21.052665,-102.618339,8,4.0,4.0
La Tuna,Jalisco,19.744656,-104.252804,26,11.0,15.0
Agustín Torres,Jalisco,22.264296,-104.018348,12,,
El Carrizo,Jalisco,19.022421,-103.22111,22,12.0,10.0
San Bartolo de González (San Bartolo),Jalisco,21.10481,-101.898015,51,25.0,26.0
La Floreña,Jalisco,20.456023,-104.410146,5,,
El Vallado,Jalisco,21.067793,-103.024498,59,28.0,31.0
San José de Ajojúcar,Jalisco,21.566329,-102.434767,244,123.0,121.0
El Paso de Guadalupe,Jalisco,20.838472,-103.327303,473,239.0,234.0
El Maestranzo,Jalisco,20.723857,-103.145844,211,102.0,109.0
El Chispeadero (Avicar de Occidente),Jalisco,20.777332,-102.800426,14,8.0,6.0
Santa Rosa,Jalisco,20.539444,-104.686111,81,42.0,39.0
El Mayoral de Arriba,Jalisco,21.2068,-102.444701,78,34.0,44.0
El Alto,Jalisco,19.955743,-102.954987,65,36.0,29.0
Piedra Amarilla,Jalisco,20.720249,-102.924079,41,23.0,18.0
La Puerta,Jalisco,20.512638,-102.642149,9,,
Mezquite Gordo (Paso del Mezquite Gordo),Jalisco,21.753398,-103.792914,19,9.0,10.0
El Tiburón,Jalisco,19.542975,-103.407335,9,5.0,4.0
El Ranchito,Jalisco,20.753942,-102.954942,4,,
Corral Blanco,Jalisco,20.868694,-102.094422,5,,
Santa María,Jalisco,19.531469,-103.351366,18,9.0,9.0
Arrona,Jalisco,21.444458,-102.300452,5,,
La Arena,Jalisco,20.511944,-102.768056,6,,
Los Cimientos,Jalisco,19.70131,-104.822472,156,79.0,77.0
El Ocotillo,Jalisco,20.751168,-102.685855,32,20.0,12.0
El Naranjito,Jalisco,19.262004,-103.385814,40,18.0,22.0
La Guayabilla,Jalisco,19.115211,-103.337439,31,17.0,14.0
El Burral,Jalisco,20.963701,-102.529574,17,10.0,7.0
La Tiricia,Jalisco,20.478167,-102.721869,158,74.0,84.0
Talpa de Allende,Jalisco,20.381389,-104.818056,10112,4881.0,5231.0
Zenzontla,Jalisco,19.658478,-104.077344,270,147.0,123.0
Pérez y Delanda,Jalisco,20.427929,-103.630731,3,,
Brisas de la Navidad (El Gallo Colorado),Jalisco,19.224813,-104.656066,679,311.0,368.0
La Palmita (El Ajuaratado),Jalisco,18.93619,-103.146935,2,,
Santa Rita,Jalisco,21.445278,-101.905278,23,12.0,11.0
Agua Escondida,Jalisco,20.104897,-103.989002,203,92.0,111.0
Rancho Nuevo,Jalisco,21.108093,-102.641921,6,,
El Ojo de Agua,Jalisco,20.601718,-102.26727,26,9.0,17.0
El Fresno,Jalisco,20.118184,-103.602802,4,,
Berries Paradise,Jalisco,19.53148,-103.409192,5,,
La Cañada (Las Cuevas),Jalisco,21.048151,-104.056653,5,,
Halconero de Abajo,Jalisco,21.389312,-102.464081,54,25.0,29.0
La Mezquitera,Jalisco,20.561718,-103.118395,1369,682.0,687.0
El Colomo,Jalisco,20.382034,-103.745735,2,,
Las Rosillas (La Rosilla),Jalisco,21.160756,-101.812496,5,,
El Carretero,Jalisco,20.90448,-102.272539,98,53.0,45.0
Las Bugambilias (La Bugambilia),Jalisco,19.215833,-103.449444,5,,
La Sidra del Tigre,Jalisco,19.05595,-103.287084,1,,
La Piña,Jalisco,19.731934,-103.926985,17,9.0,8.0
Los Cerritos,Jalisco,21.735248,-103.634915,153,74.0,79.0
Los Orozco,Jalisco,20.53423,-102.888263,11,4.0,7.0
Las Colonias (Colonia San Manuel),Jalisco,21.842222,-103.777222,87,42.0,45.0
Ocotlán,Jalisco,20.351389,-102.768056,94978,46269.0,48709.0
Palo Redondo,Jalisco,20.833649,-103.208011,7,,
Rancho el Jitomate,Jalisco,20.2869,-102.58507,4,,
Colonia la Granjena,Jalisco,20.349726,-102.795627,312,156.0,156.0
San José de las Palmas,Jalisco,21.135684,-101.860197,380,186.0,194.0
Cerro del Niño (Crucero del Niño),Jalisco,22.290581,-104.277683,49,24.0,25.0
Palo Verde,Jalisco,20.764491,-104.098399,230,114.0,116.0
Soyatlán de Adentro (La Hacienda),Jalisco,19.747778,-103.280556,40,20.0,20.0
La Mora,Jalisco,19.523889,-103.109167,6,,
Cortijo de los Fernández,Jalisco,20.621204,-103.208927,14,,
Palo Solo,Jalisco,20.70089,-102.889394,5,,
La Compañía,Jalisco,20.612608,-102.452088,14,7.0,7.0
Lázaro Cárdenas,Jalisco,20.106982,-103.336722,166,79.0,87.0
Vistas de Zapotlanejo,Jalisco,20.639535,-103.083817,7,,
Agua Blanca,Jalisco,20.138932,-103.712425,14,7.0,7.0
La Mesa,Jalisco,20.768231,-103.135903,6,,
Rancho Víctor Ville,Jalisco,20.222956,-103.405712,2,,
Los Mazos,Jalisco,20.533256,-104.694081,14,7.0,7.0
Corral de Palos,Jalisco,21.560898,-103.814096,3,,
La Conchita,Jalisco,19.502341,-104.563617,461,227.0,234.0
Recinto Funeral las Lomas,Jalisco,20.689929,-105.185674,2,,
Banderilla,Jalisco,20.859072,-102.643308,7,,
El Ranchito (La Lobera),Jalisco,21.516394,-102.060712,10,6.0,4.0
Fernando Ramos,Jalisco,20.550974,-103.656999,4,,
La Loma Alta (Estación Loma Alta),Jalisco,21.245488,-101.910751,23,11.0,12.0
Rincón de la Presa,Jalisco,21.576543,-102.438815,23,10.0,13.0
Los Tepetates,Jalisco,21.21455,-102.338344,37,18.0,19.0
El Gran Chaparral,Jalisco,20.969565,-103.178945,5,,
Las Ojeda,Jalisco,20.801727,-102.70673,28,20.0,8.0
La Pedregosa,Jalisco,19.823009,-103.001801,3,,
Los Fresnos,Jalisco,20.414122,-102.077188,679,324.0,355.0
Barranca Soromutal (Puerta de la Barranca),Jalisco,20.146531,-102.971032,3,,
CUALTOS (Centro Universitario de los Altos),Jalisco,20.847692,-102.783044,7,,
La Palma [Granja],Jalisco,20.395556,-103.822778,9,5.0,4.0
La Curva,Michoacán de Ocampo,19.653333,-102.345833,16,9.0,7.0
El Calceto,Michoacán de Ocampo,19.228814,-100.945741,8,,
Aramútaro de la Cal,Michoacán de Ocampo,20.206104,-101.774346,224,105.0,119.0
Rincón de los Nogales,Michoacán de Ocampo,19.197818,-101.214581,2,,
San Juan de los Plátanos,Michoacán de Ocampo,19.136586,-102.439498,1315,700.0,615.0
Las Tortugas (Emiliano Zapata),Michoacán de Ocampo,20.14064,-101.417795,421,215.0,206.0
La Hacienda,Michoacán de Ocampo,18.555509,-103.413077,39,18.0,21.0
Gildardo Magaña (Los Ángeles),Michoacán de Ocampo,19.549202,-102.459266,1912,943.0,969.0
Monteleón,Michoacán de Ocampo,20.308709,-102.209609,1090,546.0,544.0
Llano Grande,Michoacán de Ocampo,19.777056,-100.514706,138,65.0,73.0
La Palma (Las Palmas),Michoacán de Ocampo,19.770849,-101.141273,1336,695.0,641.0
Orocutín de Serdán,Michoacán de Ocampo,19.265564,-100.471663,270,135.0,135.0
El Rebombeo,Michoacán de Ocampo,18.381598,-102.358155,4,,
Las Cahuingas,Michoacán de Ocampo,19.210278,-102.683663,4,,
Nuevo San Juan Parangaricutiro,Michoacán de Ocampo,19.416644,-102.12988,16745,8220.0,8525.0
Los Escarbaderos,Michoacán de Ocampo,19.47654,-101.159883,4,,
Santa Gertrudis,Michoacán de Ocampo,18.621527,-101.217788,69,34.0,35.0
Tzerémbaro,Michoacán de Ocampo,19.67749,-101.974074,8,,
El Gigante,Michoacán de Ocampo,19.850086,-100.194655,582,265.0,317.0
El Tejocote,Michoacán de Ocampo,19.471964,-101.106276,15,6.0,9.0
La Calzada,Michoacán de Ocampo,18.246401,-102.677971,10,,
La Sierrita,Michoacán de Ocampo,19.299822,-101.070154,46,24.0,22.0
Condémbaro,Michoacán de Ocampo,19.293524,-102.303209,1853,932.0,921.0
La Nopalera,Michoacán de Ocampo,19.536687,-100.658957,6,,
La Estanzuela,Michoacán de Ocampo,20.118869,-102.371864,910,459.0,451.0
El Tejocote,Michoacán de Ocampo,19.408607,-100.66562,25,12.0,13.0
El Terrero,Michoacán de Ocampo,18.956306,-100.571071,178,91.0,87.0
El Platanillo,Michoacán de Ocampo,19.068966,-101.827789,17,8.0,9.0
El Bejucalillo [Rancho],Michoacán de Ocampo,18.569558,-100.815181,4,,
Las Parotas,Michoacán de Ocampo,19.069999,-101.075926,6,,
El Manguito,Michoacán de Ocampo,19.032608,-101.292208,20,9.0,11.0
El Higueral,Michoacán de Ocampo,18.308149,-102.275689,3,,
Las Delicias,Michoacán de Ocampo,19.841944,-101.745556,11,,
Aguas Blancas,Michoacán de Ocampo,19.857322,-101.759925,3,,
El Plátano,Michoacán de Ocampo,18.785737,-100.841212,6,,
Santa Ana del Arco,Michoacán de Ocampo,19.818641,-101.136044,421,201.0,220.0
El Jacal de la Mata,Michoacán de Ocampo,20.116025,-100.253951,32,16.0,16.0
La Viguita (Cuarta Manzana de Crescencio Morales),Michoacán de Ocampo,19.466291,-100.256766,229,117.0,112.0
Loma Seca,Michoacán de Ocampo,19.660333,-100.496647,82,45.0,37.0
El Tequesquite,Michoacán de Ocampo,20.300734,-102.288247,1129,549.0,580.0
Tecacho,Michoacán de Ocampo,19.847415,-101.47351,842,388.0,454.0
El Puertecito,Michoacán de Ocampo,18.101197,-102.270319,6,,
Potrero de las Higueras,Michoacán de Ocampo,18.517189,-102.994471,34,18.0,16.0
El Paraíso de Rubén Romero,Michoacán de Ocampo,19.828862,-102.625309,150,66.0,84.0
Piedras Blancas,Michoacán de Ocampo,19.245789,-102.77018,107,55.0,52.0
Bellas Fuentes (Nuevo Centro),Michoacán de Ocampo,18.744166,-102.007872,646,315.0,331.0
El Zapote de Cuendeo,Michoacán de Ocampo,18.961646,-100.892103,156,74.0,82.0
Pueblo Nuevo,Michoacán de Ocampo,19.492878,-101.493661,115,45.0,70.0
Curine (Cuartel Dos),Michoacán de Ocampo,19.484748,-101.519789,9,,
Joyas de Birruete (Janamoro),Michoacán de Ocampo,19.731807,-100.510104,135,67.0,68.0
Adolfo Ruiz Cortinez (Capricho),Michoacán de Ocampo,19.835179,-102.220108,1519,761.0,758.0
San Martín,Michoacán de Ocampo,18.015321,-102.275025,2,,
Los Tejones,Michoacán de Ocampo,19.012383,-100.970594,12,6.0,6.0
El Olimpo,Michoacán de Ocampo,19.251633,-101.4548,380,187.0,193.0
Monte Grande,Michoacán de Ocampo,18.936797,-100.750594,91,46.0,45.0
El Sasanil,Michoacán de Ocampo,18.142009,-102.462826,6,,
El Caudillo (Chorrera de Silva),Michoacán de Ocampo,20.357222,-102.171667,171,75.0,96.0
Antúnez (Morelos),Michoacán de Ocampo,19.015547,-102.206646,10271,5179.0,5092.0
Torre Blanca (Guapamacátaro),Michoacán de Ocampo,19.821388,-100.386116,375,175.0,200.0
El Palmito,Michoacán de Ocampo,20.20915,-101.945583,720,339.0,381.0
La Bocanda,Michoacán de Ocampo,18.993019,-102.76387,158,74.0,84.0
La Caña,Michoacán de Ocampo,18.625285,-101.506019,246,126.0,120.0
Los Planes,Michoacán de Ocampo,19.438608,-100.946617,7,,
Zirúcuaro,Michoacán de Ocampo,18.561858,-101.292428,54,27.0,27.0
Barranca Verde,Michoacán de Ocampo,18.632899,-103.081455,14,8.0,6.0
Santa Gertrudis,Michoacán de Ocampo,19.120598,-101.200331,3,,
El Calabozo Primera Fracción,Michoacán de Ocampo,19.770222,-100.343314,546,259.0,287.0
Campuzano (Los Corralitos),Michoacán de Ocampo,18.707743,-103.625039,3,,
San Pedro,Michoacán de Ocampo,20.200359,-101.726454,67,36.0,31.0
Agua Blanca,Michoacán de Ocampo,19.277175,-101.278895,18,7.0,11.0
Las Juntas,Michoacán de Ocampo,18.848581,-103.293904,18,10.0,8.0
Las Águilas,Michoacán de Ocampo,19.644641,-100.955123,4,,
El Reparo de Luna,Michoacán de Ocampo,18.796659,-101.818573,139,69.0,70.0
Llano de las Vacas,Michoacán de Ocampo,19.234179,-101.329642,21,9.0,12.0
San Miguel de la Laguna (Las Estancias),Michoacán de Ocampo,18.758862,-101.900887,206,108.0,98.0
El Sauz (El Sauz de Cuitzián Grande),Michoacán de Ocampo,18.83314,-101.363799,47,25.0,22.0
El Puerto,Michoacán de Ocampo,19.371317,-102.028547,346,163.0,183.0
Cerrito Colorado,Michoacán de Ocampo,20.127088,-100.259669,70,22.0,48.0
El Malpaís,Michoacán de Ocampo,19.429167,-102.0875,14,8.0,6.0
Las Tablas,Michoacán de Ocampo,19.500701,-101.442277,641,321.0,320.0
La Montufa,Michoacán de Ocampo,19.602283,-101.724976,1,,
Pueblo Viejo,Michoacán de Ocampo,19.776411,-100.81572,1064,535.0,529.0
El Llano de la Virgen,Michoacán de Ocampo,19.503283,-101.867215,9,,
Las Granjas (Las Trojas),Michoacán de Ocampo,19.926995,-101.721727,38,20.0,18.0
Campo Azul (La Presa),Michoacán de Ocampo,19.76296,-100.150879,336,150.0,186.0
La Calera,Michoacán de Ocampo,19.427463,-100.386633,52,24.0,28.0
La Colmena,Michoacán de Ocampo,19.476406,-100.559799,21,12.0,9.0
El Algodonal,Michoacán de Ocampo,20.255224,-102.100918,250,130.0,120.0
Huerta de Coirio,Michoacán de Ocampo,19.186869,-101.752329,9,,
El Vado,Michoacán de Ocampo,18.746551,-103.64655,5,,
Bugambilias [Rancho],Michoacán de Ocampo,18.511517,-103.584192,4,,
Llano Grande,Michoacán de Ocampo,18.602789,-100.929251,2,,
Valladares,Michoacán de Ocampo,18.857466,-103.259275,16,8.0,8.0
La Toma,Michoacán de Ocampo,19.509119,-102.398911,29,15.0,14.0
Los Laureles (El Terrero),Michoacán de Ocampo,18.972419,-103.086226,206,104.0,102.0
Arroyo Verde,Michoacán de Ocampo,18.832916,-100.668036,16,10.0,6.0
Rincón de la Joya I y II [Fraccionamiento Campestre],Michoacán de Ocampo,19.603817,-101.301425,6,,
El Sicuicho,Michoacán de Ocampo,20.331668,-102.357959,48,23.0,25.0
Los Cuitaces,Michoacán de Ocampo,19.290123,-100.593857,124,64.0,60.0
La Ordeña,Michoacán de Ocampo,18.325067,-101.984439,24,10.0,14.0
La Huerta San Agustín,México,19.122352,-100.104515,174,87.0,87.0
El Pie de la Loma,México,18.851518,-100.29038,67,34.0,33.0
Encinillas de San Antonio la Ciénega,México,19.673466,-100.035105,487,219.0,268.0
Las Esmeraldas,México,18.639457,-100.332457,378,196.0,182.0
El Carmen,México,19.794338,-100.126774,90,36.0,54.0
Ojo de Agua,México,18.922349,-100.252901,55,27.0,28.0
Sabana del Refugio,México,19.361015,-100.041815,295,145.0,150.0
Rancho Viejo Cuentla (Rancho Viejo),México,18.967052,-100.010373,162,78.0,84.0
Ejido Sabana de San Jerónimo,México,19.339534,-100.066501,436,210.0,226.0
Barranca del Coyol,México,18.751268,-100.36551,47,21.0,26.0
El Naranjo Palmar Grande,México,18.562698,-100.424086,17,7.0,10.0
El Rodeo,México,18.919071,-100.575143,24,13.0,11.0
Santa Teresa,México,19.383232,-100.1839,682,338.0,344.0
Santa Rosa,México,19.200807,-100.082524,7,,
Tierra Blanca,México,18.619331,-100.130861,37,19.0,18.0
Los Guajes,México,18.722981,-100.225243,70,33.0,37.0
Mesa Chica,México,19.379566,-100.177138,230,106.0,124.0
La Cueva,México,18.675191,-100.124311,4,,
Juntas de Zacatepec (El Pedregal Segunda Manzana),México,18.887606,-100.143036,871,417.0,454.0
Cieneguillas,México,19.148275,-100.277922,39,21.0,18.0
El Zapote,México,18.68315,-100.255212,144,64.0,80.0
El Monteal (Barranca Papaloapan),México,18.76646,-100.148361,102,50.0,52.0
Bosencheve,México,19.421883,-100.129368,406,195.0,211.0
San Pedro Tenayac,México,19.046662,-100.17732,2032,982.0,1050.0
Los Nopales,México,18.805559,-100.136573,82,42.0,40.0
El Zapote,México,19.294707,-100.260308,170,82.0,88.0
Peña del Agua,México,18.658701,-100.19001,161,82.0,79.0
El Salto la Venta,México,19.700891,-100.139236,1611,812.0,799.0
Mesas de Zacango,México,19.369949,-100.092931,968,481.0,487.0
El Reparo,México,18.539923,-100.327616,28,13.0,15.0
Antonio de San Lucas del Maíz,México,18.993245,-100.215202,30,16.0,14.0
"La Manzana, Ejido el Rincón de los Pirules",México,19.739474,-100.055587,79,35.0,44.0
Cabecera de Indígenas Segundo Cuartel,México,19.302262,-100.149807,1702,841.0,861.0
Salitre Terreros,México,19.176217,-100.272726,376,202.0,174.0
El Zapote (La Parota),México,19.143834,-100.343782,16,7.0,9.0
Arrastradero,México,19.052868,-100.245386,165,78.0,87.0
Barrio el Salto San Antonio la Ciénega,México,19.681569,-100.063622,610,301.0,309.0
San Agustín Canohillas Segunda Sección,México,19.360613,-100.017438,289,151.0,138.0
Santiago Arizmendi (Arizmendi),México,18.842872,-100.040822,84,38.0,46.0
Juntas del Río Limón,México,18.566386,-100.131399,49,25.0,24.0
Cabecera de Indígenas,México,19.372067,-100.140866,1192,551.0,641.0
El Paraje,México,18.667251,-100.194817,191,93.0,98.0
Estación Solís (Estación Alberto Garduño),México,19.897683,-100.093779,123,60.0,63.0
San Martín,México,18.844858,-100.016442,214,100.0,114.0
Barrio el Pintal el Depósito,México,19.53055,-100.115994,1186,569.0,617.0
Cerro de las Ánimas (El Cerro de las Ánimas),México,18.76998,-100.274838,85,39.0,46.0
Agua Zarca (Agua Zarca de Arriba),México,19.101067,-100.287247,174,89.0,85.0
Santa María de las Flores,México,18.838262,-100.166968,239,113.0,126.0
Bassoco de Hidalgo,México,19.809114,-100.013109,498,243.0,255.0
El Plan,México,19.174127,-100.297239,98,44.0,54.0
San Mateo (San Mateo Guayatenco),México,18.631848,-100.147316,961,445.0,516.0
Los Tizates,México,19.208126,-100.106379,42,18.0,24.0
Cuadrilla de López,México,18.879601,-100.227704,276,128.0,148.0
Las Ahujas,México,19.166288,-100.021067,52,24.0,28.0
Barrio de Santiago,México,19.40274,-100.142566,915,452.0,463.0
Rincón de San Simón,México,18.760185,-100.182216,187,89.0,98.0
El Naranjo Grande,México,18.787631,-100.348869,36,12.0,24.0
El Mogote (Plan Grande),México,18.572548,-100.162185,2,,
Colonia Benito Juárez Santa Cruz del Tejocote,México,19.673152,-100.172181,756,361.0,395.0
San Onofre Centro,México,19.691778,-100.097073,321,154.0,167.0
Ranchería Encinillas,México,19.665591,-100.019796,266,121.0,145.0
Puentecillas,México,18.746986,-100.049062,467,234.0,233.0
San Lucas del Maíz (San Lucas),México,18.963771,-100.184256,361,179.0,182.0
"Barrio las Palomas, Santa Ana Nichi",México,19.59197,-100.000631,983,492.0,491.0
Plan de los Guajes,México,18.733583,-100.4151,13,7.0,6.0
Las Ceibas,México,18.665347,-100.439461,64,37.0,27.0
San Simón el Alto,México,19.176133,-100.040308,114,58.0,56.0
El Rincón Piedra Grande,México,18.967541,-100.375917,291,138.0,153.0
Loma de Juárez,México,19.435856,-100.090032,1659,816.0,843.0
San Martín,México,18.752114,-100.241799,210,95.0,115.0
Macuatitla,México,18.559118,-100.365578,35,17.0,18.0
El Ojo de Agua,México,18.938656,-100.465344,12,,
Loma del Burro,México,19.483695,-100.140976,29,14.0,15.0
San Vicente Solís,México,19.948976,-100.039234,350,175.0,175.0
Huixtitla,México,18.63091,-100.358697,109,50.0,59.0
Fundadora de San Lucas del Maíz,México,19.003314,-100.237771,306,163.0,143.0
Agua Bendita,México,18.936363,-100.121155,57,27.0,30.0
Loma del Rancho,México,19.59926,-100.076703,554,290.0,264.0
El Higo Prieto,México,18.560164,-100.310822,215,108.0,107.0
El Ortigo,México,18.672297,-100.273299,138,62.0,76.0
Las Mesas de Ixtapan (Las Mesas),México,18.846862,-100.170669,311,153.0,158.0
Jocoleche,México,18.990951,-100.513762,2,,
El Arrayán (El Arrayán Cincuenta Arrobas),México,18.653031,-100.406427,49,27.0,22.0
Estancia Grande (San José Estancia Grande),México,18.979301,-100.328615,140,66.0,74.0
Cabecera de Indígenas Primer Cuartel,México,19.303669,-100.142101,2104,1068.0,1036.0
Cirián Grande,México,18.59894,-100.360468,50,18.0,32.0
El Mogote,México,19.846439,-100.090514,346,171.0,175.0
Santo Tomás de los Plátanos,México,19.182972,-100.259781,792,387.0,405.0
La Compañía (Tres Espigas),México,19.157077,-100.062647,6,,
Sabana de la Peña,México,19.328801,-100.039261,390,203.0,187.0
Rancho Cuá,México,18.507488,-100.231085,131,66.0,65.0
Dieciocho de Marzo,México,18.64896,-100.203139,188,96.0,92.0
Salitre Viejo,México,19.001362,-100.177417,40,17.0,23.0
Cacahuananche,México,18.491082,-100.339144,76,39.0,37.0
Santa Rita de la Cuesta,México,19.748245,-100.070828,605,297.0,308.0
Puerta de Golpe,México,18.987267,-100.288062,260,124.0,136.0
La Mesa de San Martín,México,19.280096,-100.263613,352,176.0,176.0
Santo Tomás el Pedregal,México,19.137556,-100.042071,222,113.0,109.0
Buenavista,México,18.994945,-100.448734,13,9.0,4.0
Cerro de la Culebra,México,18.95717,-100.299238,36,21.0,15.0
Huaristemba,Nayarit,21.660881,-105.157436,696,372.0,324.0
Paraíso Escondido [Colonia],Nayarit,21.053546,-105.238331,2990,1499.0,1491.0
Jesús María Cortes,Nayarit,21.722482,-104.883183,654,334.0,320.0
El Papalote,Nayarit,21.775239,-105.174257,593,307.0,286.0
